----------------Prefab----------------------
undles\UI\Blood\UIBattleFly_UpLv.prefab   升级
undles\UI\Common\ES_PetEcho.prefab   需要道具
undles\UI\Common\ES_PetEcho.prefab   开启等级：10级
undles\UI\Common\ES_PetEcho.prefab   开启此为止可以提升攻击效果
undles\UI\Common\ES_PetEcho.prefab   力量之源
undles\UI\Common\ES_PetEcho.prefab   更换宠物
undles\UI\Common\ES_PetEcho.prefab   提示：放置的宠物战力越高对应提升的属性越高
undles\UI\Common\ES_PetEcho.prefab   宠物名字
undles\UI\Common\ES_PetEcho.prefab   宠物战力
undles\UI\Common\ES_PetEcho.prefab   攻击提升+10%
undles\UI\Common\ES_PetEcho.prefab   增加属性
undles\UI\Common\ES_PetEcho.prefab   当前总战力：
undles\UI\Common\ES_PetEcho.prefab   距离激活下一级战力还差4000点
undles\UI\Common\ES_PetEcho.prefab   激活(5/10)
undles\UI\Common\ES_PetEggChouKa.prefab   说明
undles\UI\Common\ES_PetEggChouKa.prefab   掉落展示
undles\UI\Common\ES_PetEggChouKa.prefab   今日累计次数：1
undles\UI\Common\ES_PetEggChouKa.prefab   运气值
undles\UI\Common\ES_PetEggChouKa.prefab   提示：可以在此处探索，可获得宠物之核和稀有的宠物蛋道具
undles\UI\Common\ES_PetEggChouKa.prefab   奖励
undles\UI\Common\ES_PetEggChouKa.prefab   探索宠物
undles\UI\Common\ES_PetEggChouKa.prefab   探索十次
undles\UI\Common\ES_PetEggChouKa.prefab   宠物储藏
undles\UI\Common\ES_PetEggChouKa.prefab   道具储藏
undles\UI\Common\ES_PetEggDuiHuan.prefab   兑换宠物
undles\UI\Common\ES_PetEggDuiHuan.prefab   较小概率出现稀有的宠物蛋
undles\UI\Common\ES_PetEggDuiHuan.prefab   较大概率出现稀有的宠物蛋
undles\UI\Common\ES_PetEggDuiHuan.prefab   一定概率出现珍贵的宠物蛋
undles\UI\Common\ES_PetEggList.prefab   孵化列表
undles\UI\Common\ES_PetEggList.prefab   背包拥有宠物蛋:
undles\UI\Common\ES_PetEggList.prefab   5个
undles\UI\Common\ES_PetEggList.prefab   立即开启
undles\UI\Common\ES_PetEggList.prefab   点击放置
undles\UI\Common\ES_PetEggList.prefab   开始孵化
undles\UI\Common\ES_PetEggList.prefab   领取
undles\UI\Common\ES_PetEggList.prefab   剩余时间:\n
undles\UI\Common\ES_PetEggList.prefab    9小时11分钟
undles\UI\Common\ES_PetEggList.prefab   宠物蛋
undles\UI\Common\ES_PetEggList.prefab   宠物蛋列表
undles\UI\Common\ES_PetHeCheng.prefab   森林白狼
undles\UI\Common\ES_PetHeCheng.prefab   2级
undles\UI\Common\ES_PetHeCheng.prefab   请点击选择需要放置的宠物
undles\UI\Common\ES_PetHeCheng.prefab   生命
undles\UI\Common\ES_PetHeCheng.prefab   物防
undles\UI\Common\ES_PetHeCheng.prefab   魔防
undles\UI\Common\ES_PetHeCheng.prefab   魔法
undles\UI\Common\ES_PetHeCheng.prefab   成长
undles\UI\Common\ES_PetHeCheng.prefab   融合
undles\UI\Common\ES_PetHeCheng.prefab   预览合成
undles\UI\Common\ES_PetHeCheng.prefab   合成说明
undles\UI\Common\ES_PetHeXinChouKa.prefab   探索宠物核心
undles\UI\Common\ES_PetHeXinChouKa.prefab   提示：可以在此处抽取，可获得宠物之核相关道具。
undles\UI\Common\ES_PetHeXinChouKa.prefab   宠核仓库
undles\UI\Common\ES_PetInfoShow.prefab   生命资质
undles\UI\Common\ES_PetInfoShow.prefab   攻击资质
undles\UI\Common\ES_PetInfoShow.prefab   物防资质
undles\UI\Common\ES_PetInfoShow.prefab   魔防资质
undles\UI\Common\ES_PetInfoShow.prefab   魔法资质
undles\UI\Common\ES_PetInfoShow.prefab   成长资质
undles\UI\Common\ES_PetInfoShow.prefab   切换
undles\UI\Common\ES_PetInfoShow.prefab   宠物技能
undles\UI\Common\ES_PetList.prefab   宝宝
undles\UI\Common\ES_PetList.prefab   变异
undles\UI\Common\ES_PetList.prefab   神兽
undles\UI\Common\ES_PetList.prefab   修改名称
undles\UI\Common\ES_PetList.prefab   生命之核
undles\UI\Common\ES_PetList.prefab   等级 1
undles\UI\Common\ES_PetList.prefab   加点
undles\UI\Common\ES_PetList.prefab   请输入名称...
undles\UI\Common\ES_PetList.prefab   出战
undles\UI\Common\ES_PetList.prefab   休息
undles\UI\Common\ES_PetList.prefab   放生
undles\UI\Common\ES_PetList.prefab   使用皮肤
undles\UI\Common\ES_PetList.prefab   激活属性: 攻击+100
undles\UI\Common\ES_PetList.prefab   已激活
undles\UI\Common\ES_PetList.prefab   生命 361
undles\UI\Common\ES_PetList.prefab   特殊属性
undles\UI\Common\ES_PetList.prefab   宠物之核
undles\UI\Common\ES_PetList.prefab   选择需要装备的宠物之核
undles\UI\Common\ES_PetList.prefab   装 备
undles\UI\Common\ES_PetList.prefab   返 回
undles\UI\Common\ES_PetList.prefab   合 成
undles\UI\Common\ES_PetList.prefab   进攻能量
undles\UI\Common\ES_PetList.prefab   卸下
undles\UI\Common\ES_PetList.prefab   宠物加点
undles\UI\Common\ES_PetList.prefab   属性加点
undles\UI\Common\ES_PetList.prefab   当前剩余点数:
undles\UI\Common\ES_PetList.prefab   确认属性
undles\UI\Common\ES_PetList.prefab   力量
undles\UI\Common\ES_PetList.prefab   智力
undles\UI\Common\ES_PetList.prefab   体质
undles\UI\Common\ES_PetList.prefab   耐力
undles\UI\Common\ES_PetList.prefab   返回
undles\UI\Common\ES_PetList.prefab   未进化
undles\UI\Common\ES_PetList.prefab   青龙守护
undles\UI\Common\ES_PetList.prefab   神兽同伴
undles\UI\Common\ES_PetList.prefab   初级核心
undles\UI\Common\ES_PetList.prefab   等级
undles\UI\Common\ES_PetList.prefab   你还未拥有一只宠物
undles\UI\Common\ES_PetMatch.prefab   编辑队伍
undles\UI\Common\ES_PetMatch.prefab   当前方案
undles\UI\Common\ES_PetMatch.prefab   当前主站位置
undles\UI\Common\ES_PetMatch.prefab   开始匹配
undles\UI\Common\ES_PetMatch.prefab   排名
undles\UI\Common\ES_PetMatch.prefab   宠物挑战赛
undles\UI\Common\ES_PetMatch.prefab   积分
undles\UI\Common\ES_PetMatch.prefab   玩法说明
undles\UI\Common\ES_PetMatch.prefab   1. 选择自己当前的宠物队伍进行匹配
undles\UI\Common\ES_PetMatch.prefab   2.胜利异常增加一定分数
undles\UI\Common\ES_PetMatch.prefab   3.匹配结束后会按照排名发放奖励
undles\UI\Common\ES_PetMeleeCard.prefab   辅战卡
undles\UI\Common\ES_PetMeleeSet.prefab   主战位置
undles\UI\Common\ES_PetMeleeSet.prefab   继承宠物自身的属性
undles\UI\Common\ES_PetMeleeSet.prefab   辅战位置
undles\UI\Common\ES_PetMeleeSet.prefab   辅战宠物自身的属性为自动生成
undles\UI\Common\ES_PetMeleeSet.prefab   魔法卡片
undles\UI\Common\ES_PetMeleeSet.prefab   调整主战
undles\UI\Common\ES_PetMeleeSet.prefab   调整辅战
undles\UI\Common\ES_PetMeleeSet.prefab   调整魔法
undles\UI\Common\ES_PetMeleeSet.prefab   已选择数量：0/6
undles\UI\Common\ES_PetMeleeSet.prefab   提示：长按技能图标可以显示技能描述
undles\UI\Common\ES_PetMeleeSet.prefab   确认
undles\UI\Common\ES_PetMining.prefab   黄金矿场
undles\UI\Common\ES_PetMining.prefab   白银矿场
undles\UI\Common\ES_PetMining.prefab   青铜矿场
undles\UI\Common\ES_PetMining.prefab   占领者:AAAAAAA
undles\UI\Common\ES_PetMining.prefab   黄金矿
undles\UI\Common\ES_PetMining.prefab   1000/时
undles\UI\Common\ES_PetMining.prefab   今日奖励
undles\UI\Common\ES_PetMining.prefab   我的队伍
undles\UI\Common\ES_PetMining.prefab   25级开始
undles\UI\Common\ES_PetMining.prefab   矿场记录
undles\UI\Common\ES_PetMining.prefab   拥有矿：
undles\UI\Common\ES_PetMining.prefab   金币产出：
undles\UI\Common\ES_PetMining.prefab   累计产出：
undles\UI\Common\ES_PetMining.prefab   850/小时
undles\UI\Common\ES_PetMining.prefab   当前拥有:5/5
undles\UI\Common\ES_PetShouHu.prefab   提示:增加的守护属性和4个宠物评分相关,当前只能选择一种守护。
undles\UI\Common\ES_PetShouHu.prefab   属性附加命中率
undles\UI\Common\ES_PetShouHu.prefab   属性附加闪避率
undles\UI\Common\ES_PetShouHu.prefab   全属性附加抗暴率
undles\UI\Common\ES_PetShouHu.prefab   全属性附加暴击率
undles\UI\Common\ES_PetShouHu.prefab   改变守护
undles\UI\Common\ES_PetTuJian.prefab   提示:只有获得宝宝才能激活宠物图鉴喔！
undles\UI\Common\ES_PetTuJian.prefab   普通宠物
undles\UI\Common\ES_PetTuJian.prefab   体质资质
undles\UI\Common\ES_PetTuJian.prefab   宠物皮肤
undles\UI\Common\ES_PetXiLian.prefab   宠物洗练石
undles\UI\Common\ES_PetXiLian.prefab   选择使用的道具
undles\UI\Common\ES_PetXiLian.prefab   提示:对超过4个(含4个)技能的宠物使用技能书，必定会替换1个原始技能
undles\UI\Common\ES_PetZhuangJia.prefab   1级
undles\UI\Common\ES_PetZhuangJia.prefab   当前等级：1
undles\UI\Common\ES_PetZhuangJia.prefab   所有宠物攻击攻击提升100点
undles\UI\Common\ES_Popularize.prefab   点击确认
undles\UI\Common\ES_Popularize.prefab   请输入推广码...
undles\UI\Common\ES_Popularize.prefab   都啦啦
undles\UI\Common\ES_Popularize.prefab   推广码
undles\UI\Common\ES_Popularize.prefab   推广说明
undles\UI\Common\ES_Popularize.prefab   我的推广
undles\UI\Common\ES_Popularize.prefab   我的推广码：
undles\UI\Common\ES_Popularize.prefab   金币： 0
undles\UI\Common\ES_Popularize.prefab   钻石： 0
undles\UI\Common\ES_Popularize.prefab   1. 被推广人等级达到30级,获得200000金币。
undles\UI\Common\ES_Popularize.prefab   2. 被推广人等级达到40级,获得1000钻石。
undles\UI\Common\ES_Popularize.prefab   3. 被推广人等级达到50级,获得1000钻石。
undles\UI\Common\ES_Popularize.prefab   4. 15级以内的玩家可以输入推广码。
undles\UI\Common\ES_Popularize.prefab   5. 单个账号的任意角色只能被推广1次。
undles\UI\Common\ES_Popularize.prefab   (点击可复制推广码)
undles\UI\Common\ES_ProtectEquip.prefab   装备锁定954800
undles\UI\Common\ES_ProtectEquip.prefab   锁定装备
undles\UI\Common\ES_ProtectEquip.prefab   解锁装备
undles\UI\Common\ES_ProtectEquip.prefab   锁定规则
undles\UI\Common\ES_ProtectEquip.prefab   1.装备锁定后不能出售。\n2.装备锁定后不能分解、熔炼。\n3.装备锁定后不能在拍卖行上出售。
undles\UI\Common\ES_ProtectPet.prefab   锁定宠物
undles\UI\Common\ES_ProtectPet.prefab   解锁宠物
undles\UI\Common\ES_ProtectPet.prefab   暂无宠物
undles\UI\Common\ES_ProtectPet.prefab   宠物加锁
undles\UI\Common\ES_ProtectPet.prefab   1.宠物锁定后不能洗炼。\n2.宠物锁定后不能合成。\n2.宠物锁定后不能放生。
undles\UI\Common\ES_RankPet.prefab   幸福的瞬间的队伍
undles\UI\Common\ES_RankPet.prefab   拥有者：我的胃很大很大
undles\UI\Common\ES_RankPet.prefab   战队战力：
undles\UI\Common\ES_RankPet.prefab   立即刷新
undles\UI\Common\ES_RankPet.prefab   我的队伍战力：
undles\UI\Common\ES_RankPet.prefab   天梯奖励
undles\UI\Common\ES_RankPet.prefab   当前排名
undles\UI\Common\ES_RankPet.prefab   挑战次数
undles\UI\Common\ES_RankPet.prefab   排行奖励
undles\UI\Common\ES_RankPet.prefab   提示: 排行奖励于周日24:00时根据当前排名发放奖励。
undles\UI\Common\ES_RankPetReward.prefab   提示: 排行奖励于每周二24:00和每周六24:00时凌晨根据当前排名发放。
undles\UI\Common\ES_RankReward.prefab   提示: 排行奖励于每周三和周日24:00时根据当前排名发放奖励。
undles\UI\Common\ES_RankShow.prefab   操作
undles\UI\Common\ES_RankShow.prefab   名字名字名字
undles\UI\Common\ES_RankShow.prefab   等级:0
undles\UI\Common\ES_RankShow.prefab   排行列表
undles\UI\Common\ES_RankShow.prefab   法师
undles\UI\Common\ES_RankShow.prefab   猎人排行
undles\UI\Common\ES_RankUnion.prefab   争霸排行
undles\UI\Common\ES_RoleBag.prefab   整理
undles\UI\Common\ES_RoleBag.prefab   合成
undles\UI\Common\ES_RoleBag.prefab   出售增幅
undles\UI\Common\ES_RoleGem.prefab   白色孔位
undles\UI\Common\ES_RoleHuiShou.prefab   分解装备
undles\UI\Common\ES_RoleHuiShou.prefab   分解奖励
undles\UI\Common\ES_RoleHuiShou.prefab   分解列表
undles\UI\Common\ES_RoleHuiShou.prefab   一键放入
undles\UI\Common\ES_RoleHuiShou.prefab   背包列表
undles\UI\Common\ES_RoleProperty.prefab   体力
undles\UI\Common\ES_RoleProperty.prefab   活力
undles\UI\Common\ES_RoleProperty.prefab   抗性属性
undles\UI\Common\ES_RoleProperty.prefab   幸运值
undles\UI\Common\ES_RoleProperty.prefab   (提升攻击物防和物穿、攻速相关属性)
undles\UI\Common\ES_RoleProperty.prefab   (提升技能伤害魔防和魔穿属性)
undles\UI\Common\ES_RoleProperty.prefab   (提升生命和闪避、伤害减免相关属性)
undles\UI\Common\ES_RoleProperty.prefab   (提升双防和抗暴、战斗回血相关属性)
undles\UI\Common\ES_RoleProperty.prefab   敏捷
undles\UI\Common\ES_RoleProperty.prefab   (提升攻击和攻速、缩减技能冷却时间)
undles\UI\Common\ES_RoleProperty.prefab   推荐
undles\UI\Common\ES_RoleQiangHua.prefab   部位列表
undles\UI\Common\ES_RoleQiangHua.prefab   头盔
undles\UI\Common\ES_RoleQiangHua.prefab   衣服
undles\UI\Common\ES_RoleQiangHua.prefab   裤子
undles\UI\Common\ES_RoleQiangHua.prefab   项链
undles\UI\Common\ES_RoleQiangHua.prefab   手套
undles\UI\Common\ES_RoleQiangHua.prefab   戒指
undles\UI\Common\ES_RoleQiangHua.prefab   腰带
undles\UI\Common\ES_RoleQiangHua.prefab   护符
undles\UI\Common\ES_RoleQiangHua.prefab   已经强化到最大等级
undles\UI\Common\ES_RoleQiangHua.prefab   提升属性
undles\UI\Common\ES_RoleQiangHua.prefab   使用幸运符
undles\UI\Common\ES_RoleQiangHua.prefab   对应部位的装备提升25的属性
undles\UI\Common\ES_RoleQiangHua.prefab   强化成功率：2%
undles\UI\Common\ES_RoleQiangHua.prefab   附加成功率：80%
undles\UI\Common\ES_RoleQiangHua.prefab   强化消耗
undles\UI\Common\ES_RoleQiangHua.prefab   提示：当共鸣值达到100%时，必定增加共鸣等级
undles\UI\Common\ES_RoleQiangHua.prefab   3级
undles\UI\Common\ES_RoleQiangHua.prefab   金币:
undles\UI\Common\ES_RoleQiangHua.prefab   头部强化+1
undles\UI\Common\ES_RoleQiangHua.prefab   装备共鸣
undles\UI\Common\ES_RoleXiLianInherit.prefab   装备传承
undles\UI\Common\ES_RoleXiLianInherit.prefab   传承消耗
undles\UI\Common\ES_RoleXiLianInherit.prefab   传承鉴定
undles\UI\Common\ES_RoleXiLianInherit.prefab   提示: 60级以上的传承装备可以在这里进行3次传承属性的鉴定。\n          饰品部位不能传承鉴定，传承鉴定无法转移。
undles\UI\Common\ES_RoleXiLianInherit.prefab   提示:点击鉴定会立即消耗材料
undles\UI\Common\ES_RoleXiLianInherit.prefab   同属性的传承鉴定只能生效1个喔！
undles\UI\Common\ES_RoleXiLianLevel.prefab   18级洗练家
undles\UI\Common\ES_RoleXiLianLevel.prefab   激活属性：
undles\UI\Common\ES_RoleXiLianLevel.prefab   攻击穿透——5%
undles\UI\Common\ES_RoleXiLianLevel.prefab   获得19级洗练家洗练之力，获得极品属性提升
undles\UI\Common\ES_RoleXiLianLevel.prefab   提示：每次洗练都可以获取对应的洗练熟练度
undles\UI\Common\ES_RoleXiLianLevel.prefab   激活奖励：
undles\UI\Common\ES_RoleXiLianLevel.prefab   当前洗炼经验
undles\UI\Common\ES_RoleXiLianLevel.prefab   激活技能：
undles\UI\Common\ES_RoleXiLianShow.prefab   装备名字
undles\UI\Common\ES_RoleXiLianShow.prefab   预计战力增长：100
undles\UI\Common\ES_RoleXiLianShow.prefab   洗练五次
undles\UI\Common\ES_RoleXiLianShow.prefab   开始洗炼
undles\UI\Common\ES_RoleXiLianShow.prefab   今日累计次数：0
undles\UI\Common\ES_RoleXiLianTransfer.prefab   我的装备
undles\UI\Common\ES_RoleXiLianTransfer.prefab   转移装备需要放入紫色品质以上
undles\UI\Common\ES_RoleXiLianTransfer.prefab   转移装备需要同类型和部位的装备
undles\UI\Common\ES_RoleXiLianTransfer.prefab   左边的装备洗炼属性会清空转职至右边的装备
undles\UI\Common\ES_RoleZodiac.prefab   一阶
undles\UI\Common\ES_RoleZodiac.prefab   二阶
undles\UI\Common\ES_RoleZodiac.prefab   三阶
undles\UI\Common\ES_RoleZodiac.prefab   四阶
undles\UI\Common\ES_RoleZodiac.prefab   鼠
undles\UI\Common\ES_RoleZodiac.prefab   激活4/4：
undles\UI\Common\ES_RoleZodiac.prefab   攻击+100
undles\UI\Common\ES_SeasonBoss.prefab   1.每次捐选增加一定领主值。
undles\UI\Common\ES_SeasonBoss.prefab   2.当领主值满后会在野外刷新赛季领主，掉落大量宝物。
undles\UI\Common\ES_SeasonBoss.prefab   3.赛季领主为个人掉落。
undles\UI\Common\ES_SeasonBoss.prefab   捐献
undles\UI\Common\ES_SeasonBoss.prefab   当前您已捐献1次
undles\UI\Common\ES_SeasonBoss.prefab   赛季领主
undles\UI\Common\ES_SeasonBoss.prefab   领主值
undles\UI\Common\ES_SeasonBoss.prefab   可能获得以下道具
undles\UI\Common\ES_SeasonBoss.prefab   捐献道具
undles\UI\Common\ES_SeasonHome.prefab   2023第一赛季
undles\UI\Common\ES_SeasonHome.prefab   赛季之王
undles\UI\Common\ES_SeasonHome.prefab   出现位置:冰封城镇
undles\UI\Common\ES_SeasonHome.prefab   刷新时间:3天11小时11分
undles\UI\Common\ES_SeasonHome.prefab   查看领主
undles\UI\Common\ES_SeasonHome.prefab   1级赛季奖励
undles\UI\Common\ES_SeasonHome.prefab   本次赛季将于2025年10月1日重置
undles\UI\Common\ES_SeasonHome.prefab   赛季经验:500000/999999
undles\UI\Common\ES_SeasonHome.prefab   赛季规则
undles\UI\Common\ES_SeasonHome.prefab   1. 击败领主级的怪物获得经验。
undles\UI\Common\ES_SeasonHome.prefab   2.完成任务获得赛季经验。
undles\UI\Common\ES_SeasonHome.prefab   3.使用道具获得赛季经验。
undles\UI\Common\ES_SeasonHome.prefab   4.当你和对方玩家进行挑战时,赛季等级高的一方会有属性加成。
undles\UI\Common\ES_SeasonHome.prefab   赛季等级
undles\UI\Common\ES_SeasonJingHe.prefab   提示:所有晶核在赛季结束时会自动消失,晶核不计入战力统计
undles\UI\Common\ES_SeasonJingHe.prefab   方案
undles\UI\Common\ES_SeasonJingHe.prefab   开启晶核
undles\UI\Common\ES_SeasonJingHe.prefab   装备晶核
undles\UI\Common\ES_SeasonJingHe.prefab   赛季晶核孔位
undles\UI\Common\ES_SeasonJingHe.prefab   可以让玩家在本赛季拥有额外的赛季能力
