Key,Type,Desc,Chinese,English
10722,Text,,流畅模式,null
10723,Text,,帧数显示,null
10724,Text,,屏蔽其他玩家,null
10725,Text,,镜头纵深,null
10726,Text,,旋转视角,null
10727,Text,,镜头水平偏差,null
10728,Text,,镜头垂直偏差,null
10729,Text,,测试视角,null
10730,Text,,打印镜头参数,null
10731,Text,,重置镜头,null
10732,Text,,阴影显示,null
10733,Text,,优先显示家族名字,null
10734,Text,,攻击目标,null
10735,Text,,最近,null
10736,Text,,目标,null
10737,Text,,自动攻击,null
10738,Text,,全体攻击,null
10739,Text,,队伍模式,null
10740,Text,,公会模式,null
10741,Text,,和平模式,null
10742,Text,,优先攻击玩家,null
10743,Text,,点击移动,null
10744,Text,,固定/移动摇杆,null
10745,Text,,请输入玩家名称,null
10746,Text,,绑定手机,null
10747,Text,,随机坐骑,null
10748,Text,,一键出售,null
10749,Text,,绿色,null
10750,Text,,蓝色,null
10751,Text,,宝石,null
10752,Text,,进入野外自动隐藏功能列表,null
10753,Text,,拾取过滤,null
10754,Text,,隐藏分享,null
10755,Text,,音乐,null
10756,Text,,音效,null
10757,Text,,高清,null
10758,Text,,流畅,null
10759,Text,,未连接服务器,null
10760,Text,,背景音效,null
10761,Text,,分辨率,null
10762,Text,,音频,null
10763,Text,,画面,null
10764,Text,,战斗,null
10765,Text,,其他,null
10766,Text,,内存占用,null
10767,Text,,无法移动,null
10768,Text,,自动一键出售,null
10769,Text,,开始挂机,null
10770,Text,,关闭挂机,null
10771,Text,,原地挂机,null
10772,Text,,自动使用药剂,null
10773,Text,,挂机设置,null
10774,Text,,技能顺序,null
10775,Text,,编辑,null
10776,Text,,澜汐之盾 级,null
10777,Text,,第二章,null
10778,Text,,第三章,null
10779,Text,,第四章,null
10780,Text,,第五章,null
10781,Text,,激活数量：,null
10782,Text,,暴击率 %5,null
10783,Text,,收集数量：,null
10784,Text,,提示：技能点数每次角色升级获得1点,null
10785,Text,,重置技能点,null
10786,Text,,主动技能,null
10787,Text,,被动技能,null
10788,Text,,旋风斩,null
10789,Text,,技能描述...............................................................................................................,null
10790,Text,,技能消耗,null
10791,Text,,需要金币：200,null
10792,Text,,技能点数：0/3,null
10793,Text,,升级技能,null
10794,Text,,能量之源 级,null
10795,Text,,道具注入,null
10796,Text,,生命之盾 1级,null
10797,Text,,级,null
10798,Text,,等级上限:,null
10799,Text,,受到攻击任务伤害降低1%\n受到攻击任务伤害降低1%,null
10800,Text,,本次注入预计获得100-200经验,null
10801,Text,,提示:每种道具熟练度超过一定值不会增长,null
10802,Text,,活力:1点,null
10803,Text,,当前活力:  100,null
10804,Text,,制作道具：,null
10805,Text,,制造道具,null
10806,Text,,疾风之刃,null
10807,Text,,制作数量：,null
10808,Text,,冷却:10秒,null
10809,Text,,熟练度:1-3点 上限200点,null
10810,Text,,制造道具列表,null
10811,Text,,技巧值,null
10812,Text,,分解,null
10813,Text,,学习,null
10814,Text,,开始熔炼,null
10815,Text,,装备列表,null
10816,Text,,熔炼列表,null
10817,Text,,通过熔炼\n获得此道具,null
10818,Text,,打造技能,null
10819,Text,,可以制造武器相关道具,null
10820,Text,,裁缝技能,null
10821,Text,,炼金技能,null
10822,Text,,铭文技能,null
10823,Text,,道具列表,null
10824,Text,,技能列表,null
10825,Text,,药品栏,null
10826,Text,,提示:拖动技能和药品到右侧施法栏可在主界面快速释放,null
10827,Text,,烈焰,null
10828,Text,,冰霜,null
10829,Text,,天赋描述111,null
10830,Text,,天赋名称\n,null
10831,Text,,需要玩家等级达到:,null
10832,Text,,角色每提升一级获得1点天赋点数,null
10833,Text,,天赋等级：1/3\n,null
10834,Text,,请输入要修改的名称...,null
10835,Text,,更改名称,null
10836,Text,,已上架：,null
10837,Text,,开始摆摊,null
10838,Text,,上架摊位,null
10839,Text,,主线任务,null
10840,Text,,任务详情,null
10841,Text,,追踪,null
10842,Text,,任务目标,null
10843,Text,,等级到达50/50         (出现在：龙之峡谷),null
10844,Text,,放弃任务,null
10845,Text,,前往任务,null
10846,Text,,新技能！,null
10847,Text,,"提示：2个玩家爆率提升30%，3个玩家爆率提升60%,人机无加成。",null
10848,Text,,等级:20,null
10849,Text,,友爱商店,null
10850,Text,,地图规则,null
10851,Text,,"1.地图内的怪物会不断刷新\n2.刷新的波数越高,获得的奖励越丰富\n3.地图每天只能挑战一次\n4.地图内获得勇者徽记可以在商店兑换丰富奖励",null
10852,Text,,奖励展示,null
10853,Text,,地图列表,null
10854,Text,,普通难度,null
10855,Text,,建议等级达到15级后进行挑战,null
10856,Text,,困难难度,null
10857,Text,,挑战难度,null
10858,Text,,巅峰1层,null
10859,Text,,怪物生命：1000000,null
10860,Text,,进入等级要求：10级,null
10861,Text,,你需要发挥自己的极限，尽最大可能输出自己的最大伤害，如果能成功击败怪兽即可获得对应的奖励哦,null
10862,Text,,排行,null
10863,Text,,伤害/秒,null
10864,Text,,我的排名: 未上榜,null
10865,Text,,奖励发送剩余时间:10;1010,null
10866,Text,,一级血石,null
10867,Text,,生命+。。。。,null
10868,Text,,升级消耗,null
10869,Text,,升级血石,null
10870,Text,,公会领主战,null
10871,Text,,每天晚上20:00点在公会地图刷新领主怪物，怪物会携带大量的财宝，请各位少侠一定要准时参加哦！,null
10872,Text,,进入公会,null
10873,Text,,经验研究0级,null
10874,Text,,金币能力,null
10875,Text,,XX科技可以提升至10级,null
10876,Text,,家族科技:额外金币获取+1%,null
10877,Text,,需要攻击科技达到5级,null
10878,Text,,科技点数：1点,null
10879,Text,,激活科技,null
10880,Text,,升级科技,null
10881,Text,,科技能力,null
10882,Text,,消耗家族资金：999999,null
10883,Text,,攻击科技,null
10884,Text,,提升：每次升级公会可以获得1点科技点数,null
10885,Text,,科技等级：0/10,null
10886,Text,,需要家族等级达到5级,null
10887,Text,,当前属性...,null
10888,Text,,下一级属性...,null
10889,Text,,研究消耗时间：8小时,null
10890,Text,,升级需求,null
10891,Text,,研究剩余时间：1小时,null
10892,Text,,加速,null
10893,Text,,名称,null
10894,Text,,战力,null
10895,Text,,职位,null
10896,Text,,职业,null
10897,Text,,在线,null
10898,Text,,申请会长,null
10899,Text,,请输入名称,null
10900,Text,,修改宗旨,null
10901,Text,,会长,null
10902,Text,,人员,null
10903,Text,,工会信息,null
10904,Text,,天下第一帮,null
10905,Text,,哈哈哈,null
10906,Text,,经验,null
10907,Text,,资金,null
10908,Text,,1.5万,null
10909,Text,,在线人数 20,null
10910,Text,,升级家族,null
10911,Text,,家族记录,null
10912,Text,,退出公会,null
10913,Text,,刷新剩余时间,null
10914,Text,,今日完成10/10,null
10915,Text,,物品名字,null
10916,Text,,提交订单,null
10917,Text,,需求：5,null
10918,Text,,拥有：5,null
10919,Text,,最近海上的风浪太大。最近海上的风浪太大。最近海上的风浪太大。最近海上的风浪太大。,null
10920,Text,,订单奖励,null
10921,Text,,攻击修炼： 1级,null
10922,Text,,攻击修炼:1级,null
10923,Text,,当前属性,null
10924,Text,,攻击 + 35,null
10925,Text,,下一等级,null
10926,Text,,升级修炼,null
10927,Text,,消耗:1000金币,null
10928,Text,,创建工会,null
10929,Text,,请输入工会信息,null
10930,Text,,请输入工会名字,null
10931,Text,,创建,null
10932,Text,,创建条件,null
10933,Text,,等级20级,null
10934,Text,,钻石,null
10935,Text,,公会等级,null
10936,Text,,人数,null
10937,Text,,申请加入,null
10938,Text,,公会信息,null
10939,Text,,加入要求,null
10940,Text,,公会信息111111111111111111111111111111111111111111111111111,null
10941,Text,,等级大于1级,null
10942,Text,,发送祝福,null
10943,Text,,会长祝福,null
10944,Text,,给全公会活跃的玩家发送一份神秘礼包,null
10945,Text,,获取祝福,null
10946,Text,,每日祝福,null
10947,Text,,提示：账号仓库只能存放装备用于账号之间的装备互通。,null
10948,Text,,我的仓库,null
10949,Text,,整理仓库,null
10950,Text,,宝石列表,null
10951,Text,,"提示：只能存储宝石,野外获得宝石将自动存放进宝石仓库中。",null
10952,Text,,一键合成,null
10953,Text,,一键存放,null
10954,Text,,第1页,null
10955,Text,,第2页,null
10956,Text,,第3页,null
10957,Text,,第4页,null
10958,Text,,每日抽奖,null
10959,Text,,开始抽奖,null
10960,Text,,提示:每日活跃度达到60点后可以开启抽奖。,null
10961,Text,,3次必定获得,null
10962,Text,,5次必定获得,null
10963,Text,,7次必定获得,null
10964,Text,,新手抽奖,null
10965,Text,,提示:每充值50可得到一次抽奖机会,null
10966,Text,,剩余抽奖次数：,null
10967,Text,,投资总额,null
10968,Text,,利润总额,null
10969,Text,,回报总额,null
10970,Text,,领取剩余时间:99天99小时99分,null
10971,Text,,领取金币,null
10972,Text,,"提示:奖池金币每天增长25%的利润,第七天可全部领取。",null
10973,Text,,第1天,null
10974,Text,,第2天,null
10975,Text,,第3天,null
10976,Text,,第4天,null
10977,Text,,第5天,null
10978,Text,,第6天,null
10979,Text,,第7天,null
10980,Text,,完成度: 5/5,null
10981,Text,,我的战力：1000000,null
10982,Text,,我的等级:99,null
10983,Text,,提示:坐骑激活属性为永久属性。,null
10984,Text,,坐骑名称,null
10985,Text,,坐骑描述,null
10986,Text,,坐骑列表,null
10987,Text,,攻击+1%,null
10988,Text,,获取途径,null
10989,Text,,来源:来自积分奖励,null
10990,Text,,已拥有,null
10991,Text,,您还未拥有此宠物,null
10992,Text,,骑乘,null
10993,Text,,集字,null
10994,Text,,年兽,null
10995,Text,,喜,null
10996,Text,,迎,null
10997,Text,,新,null
10998,Text,,春,null
10999,Text,,兔,null
11000,Text,,年,null
11001,Text,,大,null
11002,Text,,吉,null
11003,Text,,灿烂的结晶,null
11004,Text,,兑换,null
11005,Text,,兑换次数:0/1,null
11006,Text,,20万,null
11007,Text,,金币,null
11008,Text,,杀怪任务   2-1,null
11009,Text,,回馈,null
11010,Text,,周卡,null
11011,Text,,令牌,null
11012,Text,,特惠,null
11013,Text,,单充,null
11014,Text,,品质:0,null
11015,Text,,预测极品出现概率,null
11016,Text,,万里挑一,null
11017,Text,,金币鉴定,null
11018,Text,,道具鉴定,null
11019,Text,,45级,null
11020,Text,,需要消耗：防御锻造符,null
11021,Text,,道具鉴定：鉴定符的品质决定属性数量和属性值,null
11022,Text,,金币鉴定：较低概率出现极品,null
11023,Text,,我的鉴定符,null
11024,Text,,装备鉴定,null
11025,Text,,剩余人数:0,null
11026,Text,,出价记录,null
11027,Text,,玩家 大大大 2012:2: 出价 100000金币,null
11028,Text,,提示：点击任何地方可以领取奖励并关闭界面,null
11029,Text,,战场,null
11030,Text,,任务,null
11031,Text,,对战,null
11032,Text,,猎魔,null
11033,Text,,曙光,null
11034,Text,,自身已战胜0个玩家,null
11035,Text,,倒计时:46分60秒,null
11036,Text,,当前召唤人口:,null
11037,Text,,经验药水,null
11038,Text,,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,null
11039,Text,,持续时间1秒,null
11040,Text,,确认改动,null
11041,Text,,取消改动,null
11042,Text,,恢复默认,null
11043,Text,,拖动技能可以设置技能对应的按钮位置,null
11044,Text,,下一区域已开放,null
11045,Text,,洛兰岛,null
11046,Text,,在人们眼中，这片区域有很深的危险....,null
11047,Text,,难度,null
11048,Text,,适合刚进入的冒险者,null
11049,Text,,怪物掉落提升50%,null
11050,Text,,进入等级：0,null
11051,Text,,关卡地图,null
11052,Text,,关卡名称,null
11053,Text,,神秘领主出现！,null
11054,Text,,继续挑战,null
11055,Text,,查看详细,null
11056,Text,,10秒后退出副本,null
11057,Text,,击败信息,null
11058,Text,,被击败怪物：123123,null
11059,Text,,最后一击技能：123123123,null
11060,Text,,最后一击伤害：123123123,null
11061,Text,,拥有挑战石：,null
11062,Text,,"勇士,不要灰心，希望就在前方！",null
11063,Text,,挑战失败,null
11064,Text,,选择剩余时间:10秒,null
11065,Text,,月卡奖励,null
11066,Text,,返回主城,null
11067,Text,,成功击杀领主,null
11068,Text,,收到低于总生命30%的伤害,null
11069,Text,,通关奖励,null
11070,Text,,经验+,null
11071,Text,,金币+,null
11072,Text,,挑战时间少于5分钟,null
11073,Text,,挑战成功,null
11074,Text,,世界,null
11075,Text,,队伍,null
11076,Text,,家族,null
11077,Text,,系统,null
11078,Text,,拾取,null
11079,Text,,拍卖,null
11080,Text,,点击输入聊天信息,null
11081,Text,,发送信息,null
11082,Text,,表情,null
11083,Text,,首页,null
11084,Text,,成就,null
11085,Text,,精灵,null
11086,Text,,图鉴,null
11087,Text,,成就名字,null
11088,Text,,探宝说明,null
11089,Text,,探宝1次,null
11090,Text,,探宝10次,null
11091,Text,,储藏仓库,null
11092,Text,,选择,null
11093,Text,,5:14:52秒后免费领取,null
11094,Text,,53:14:52秒后免费领取,null
11095,Text,,次数：1,null
11096,Text,,"1.抽奖获得的各个奖励,其概率完全由系统随机决定。\n2.每次使用钻石抽取会计入当前的累计次数,累计次数达到一定值可以领取奖励，累计次数每日清空。",null
11097,Text,,探索说明,null
11098,Text,,概率说明,null
11099,Text,,神兽碎片,null
11100,Text,,约1%,null
11101,Text,,橙色道具及装备,null
11102,Text,,约14%,null
11103,Text,,紫色材料及装备,null
11104,Text,,约30%,null
11105,Text,,其余材料及装备,null
11106,Text,,约54%,null
11107,Text,,今日次数:10,null
11108,Text,,提示：每日次数大于250次后，探宝消耗自动打8折,null
11109,Text,,快速取出,null
11110,Text,,快速出售,null
11111,Text,,怪物名称,null
11112,Text,,血量,null
11113,Text,,获得奖励,null
11114,Text,,活跃,null
11115,Text,,签到,null
11116,Text,,活动,null
11117,Text,,宠物挑战,null
11118,Text,,世界领主活动玩法介绍,null
11119,Text,,1.当领主刷新出来后，玩家前往密境之地击败领主，领主携带的宝物会掉落在地上让玩家自由拾取。\n2.玩家在密境地图无法互相进行攻击。\n3.每次击败领主会根据当前领主的伤害排名，对具有不同贡献的玩家发放奖励。\n排行奖励如下：\n第1名           金币*15万   装备晶石*100\n第2名           金币*10万   装备晶石*75\n第3名           金币*7.5万   装备晶石*50\n第4-5名       金币*5万  装备晶石*40\n第6-10名     金币*3万  装备晶石*30\n第11-20名   金币*2万 装备晶石*20\n以上奖励在活动结束时通过邮件进行发放。,null
11120,Text,,创建角色,null
11121,Text,,猎人,null
11122,Text,,职业介绍,null
11123,Text,,战士多为勇士后人，骁勇善战，始终将荣耀摆在最先，在感受到征召的号角后，总是第一时间冲锋陷阵，无所畏惧。,null
11124,Text,,善于运用魔法的力量，喜欢研究如何将自己的法术能力发挥到极致，领悟了魔法的奥秘，法师的能力将无所畏惧。,null
11125,Text,,猎人描述........,null
11126,Text,,技能展示,null
11127,Text,,角色名称,null
11128,Text,,随机名称,null
11129,Text,,数据详情,null
